['682716753374351360', 'person', 'wine', 'holding', 'fruit', 'picture']
['922855146639388672', 'picture', 'man', 'wall', 'photo', 'air']
['922883181883346945', 'sign', 'white', 'street', 'writing', 'says']
['922889006706233344', 'man', 'player', 'holding', 'wearing', 'baseball']
['922895831459495937', 'woman', 'phone', 'cell', 'talking', 'smiling']
['922919295364997120', 'scissors', 'pair', 'picture', 'air', 'sign']
['922922581799219200', 'flowers', 'vase', 'flower', 'woman', 'table']
['922928946601250816', 'display', 'animals', 'different', 'table', 'stuffed']
['922941694814900225', 'sitting', 'white', 'picture', 'bed', 'wood']
['922959790413815808', 'man', 'pictures', 'smiling', 'woman', 'picture']
['922960526849855488', 'scissors', 'man', 'sign', 'paper', 'airplane']
['923000568997539840', 'sign', 'writing', 'white', 'sitting', 'close']
['923003209756524544', 'sign', 'street', 'white', 'black', 'sky']
['923016309352251393', 'sign', 'street', 'sky', 'black', 'white']
['923037350694879233', 'sign', 'keyboard', 'lines', 'cover', 'close']
['923044408345354240', 'writing', 'player', 'parking', 'sitting', 'smart']
['923056927273308160', 'blue', 'parking', 'sitting', 'purple', 'meter']
['923087094179774464', 'sign', 'man', 'photo', 'sitting', 'scissors']
['923177618790260736', 'sign', 'street', 'white', 'sky', 'black']
['923195252235583488', 'doughnut', 'cake', 'chocolate', 'wearing', 'donut']
['923198709969641474', 'sign', 'white', 'street', 'book', 'surface']
['923235522360856576', 'people', 'men', 'watching', 'kitchen', 'group']
['923256640547184641', 'sign', 'street', 'white', 'sky', 'close']
['923261476261060610', 'white', 'table', 'sitting', 'coffee', 'desk']
['923264152939974657', 'sign', 'race', 'air', 'white', 'team']
['923272302598352896', 'sign', 'writing', 'stop', 'turn', 'nose']
['923273905921544192', 'keyboard', 'people', 'desk', 'sitting', 'playing']
['923278897478848518', 'sitting', 'close', 'man', 'blue', 'black']
['923286597054771200', 'woman', 'phone', 'cat', 'cell', 'laying']
['923298338153172992', 'sign', 'doughnut', 'box', 'donut', 'doughnuts']
['923298711840501760', 'man', 'holding', 'young', 'boy', 'cell']
['923313011418451970', 'wine', 'glass', 'table', 'glasses', 'white']
['923314747998654465', 'clock', 'building', 'blue', 'large', 'station']
['923349059540099072', 'open', 'inside', 'tv', 'boy', 'television']
['923382209876180992', 'sign', 'street', 'white', 'sky', 'wall']
['923391591632355328', 'sign', 'writing', 'street', 'business', 'pointing']
['923419809563394048', 'plate', 'sit', 'table', 'donuts', 'white']
['923420762110705664', 'woman', 'sign', 'cell', 'phone', 'talking']
['923421319961513985', 'room', 'table', 'sitting', 'man', 'men']
['923421612493303808', 'different', 'picture', 'cakes', 'pictures', 'tv']
['923444127575965696', 'snow', 'trees', 'covered', 'filled', 'sitting']
['923474280439988224', 'tie', 'man', 'suit', 'wearing', 'picture']
['923529487513538562', 'sign', 'white', 'street', 'lines', 'picture']
['923529853537738752', 'sign', 'wii', 'player', 'air', 'game']
['923534085770960897', 'sitting', 'bed', 'keyboard', 'book', 'shown']
['923537726955237376', 'toothbrush', 'mouth', 'close', 'man', 'tooth']
['923558251458740225', 'group', 'people', 'men', 'picture', 'standing']
['923581408823541760', 'man', 'phone', 'cell', 'wearing', 'glasses']
['923596109242515456', 'bananas', 'yellow', 'different', 'displayed', 'table']
['923596397244448769', 'people', 'man', 'cell', 'woman', 'phone']
['923601389636296704', 'sign', 'street', 'writing', 'road', 'white']
['923603518182907904', 'desk', 'keyboard', 'mouse', 'sitting', 'sit']
['923614852999872512', 'fries', 'dog', 'french', 'hot', 'basket']
['923618564229120000', 'sign', 'writing', 'red', 'street', 'book']
['923620591353020416', 'sign', 'street', 'sky', 'white', 'writing']
['923627790825439232', 'keyboard', 'coffee', 'mouse', 'cup', 'hand']
['923645799568953346', 'sign', 'street', 'lines', 'white', 'sky']
['923649698707075072', 'white', 'sink', 'table', 'mirror', 'bathroom']
['923659047940775936', 'sign', 'street', 'white', 'black', 'sky']
['923665521949790209', 'keyboard', 'white', 'close', 'lines', 'wii']
['923690483079155712', 'toilet', 'bowl', 'sitting', 'white', 'metal']
['923702495389425664', 'wearing', 'hat', 'woman', 'phone', 'cell']
['923737551210291200', 'sign', 'street', 'black', 'white', 'sky']
['923738880276357120', 'keyboard', 'sitting', 'surface', 'sits', 'mouse']
['923739381776732161', 'sitting', 'looking', 'brown', 'dog', 'standing']
['923744354543443968', 'woman', 'girl', 'pink', 'young', 'dress']
['923745608061431808', 'sign', 'street', 'white', 'black', 'turn']
['923755360736776192', 'sign', 'street', 'signs', 'road', 'pointing']
['923791780268658688', 'orange', 'yellow', 'white', 'toy', 'wall']
['923808752318468096', 'blue', 'sitting', 'picture', 'white', 'inside']
['923814268872601600', 'red', 'sign', 'scissors', 'pair', 'paper']
['923829661812924416', 'woman', 'picture', 'sign', 'clock', 'women']
['923836114745675776', 'man', 'woman', 'holding', 'cell', 'people']
['923844174608297984', 'cat', 'man', 'book', 'screen', 'display']
['923904474120204288', 'store', 'purple', 'cell', 'display', 'phone']
['923920153024147456', 'sign', 'street', 'says', 'writing', 'turn']
['923920542683533312', 'sign', 'white', 'street', 'close', 'writing']
['923929354610053120', 'people', 'man', 'cell', 'woman', 'phone']
['923947999444783105', 'red', 'wearing', 'tie', 'woman', 'man']
['923949304020127744', 'keyboard', 'cover', 'baseball', 'close', 'remotes']
['923982872939085824', 'sign', 'street', 'sky', 'white', 'air']
['923986869007810561', 'white', 'mouse', 'sitting', 'toilet', 'bowl']
['923996304417656833', 'sign', 'writing', 'parking', 'box', 'sitting']
['924006787526864897', 'signs', 'different', 'types', 'display', 'sit']
['924052707329167360', 'surfboard', 'blue', 'sign', 'cake', 'woman']
['924054978162913280', 'restaurant', 'men', 'display', 'people', 'business']
['924065568973574145', 'flowers', 'colorful', 'colored', 'purple', 'umbrellas']
['924073849771175939', 'cat', 'inside', 'sitting', 'drinking', 'standing']
['924084065187352576', 'man', 'wearing', 'picture', 'keyboard', 'sign']
['924122837694038016', 'sign', 'street', 'red', 'signs', 'pole']
['924138133633093632', 'picture', 'man', 'sitting', 'woman', 'cake']
['924168953986813952', 'sign', 'graffiti', 'wall', 'picture', 'clock']
['924200196262846469', 'woman', 'man', 'party', 'standing', 'wearing']
['924213205806788608', 'standing', 'keyboard', 'women', 'men', 'photo']
['924215707386171392', 'photo', 'black', 'white', 'action', 'woman']
['924268508363542530', 'airplane', 'view', 'plane', 'sky', 'clouds']
['924282998236868609', 'bananas', 'woman', 'man', 'street', 'bunch']
['924303985602912256', 'wearing', 'woman', 'man', 'cell', 'phone']
['924317109936459777', 'man', 'baseball', 'player', 'ball', 'holding']
['924327757634514945', 'pink', 'sitting', 'red', 'mouse', 'cup']
['924332923968544768', 'woman', 'man', 'surfboard', 'phone', 'sign']
['924340177048342530', 'signs', 'writing', 'white', 'close', 'keyboard']
['924367694761287680', 'man', 'wearing', 'keyboard', 'tie', 'picture']
['924369451415465984', 'cat', 'sitting', 'black', 'table', 'red']
['924402493555081222', 'red', 'pink', 'black', 'wearing', 'laying']
['924405274286235648', 'girl', 'woman', 'child', 'doughnut', 'little']
['924408466982125569', 'sign', 'street', 'sky', 'dark', 'picture']
['924415042145214464', 'wearing', 'holding', 'woman', 'photo', 'man']
['924423325836816384', 'sign', 'street', 'sky', 'black', 'white']
['924440375049314304', 'woman', 'holding', 'stands', 'surfboard', 'yellow']
['924449074568400896', 'wii', 'remote', 'game', 'sitting', 'picture']
['924462421124804608', 'red', 'pink', 'woman', 'holding', 'table']
['924464853724434433', 'sign', 'street', 'white', 'sky', 'close']
['924496096025604096', 'keyboard', 'black', 'television', 'christmas', 'sitting']
['924641440797470723', 'sign', 'writing', 'book', 'signs', 'keyboard']
['924642991930793984', 'man', 'phone', 'cell', 'woman', 'mouth']
['924646179136245760', 'table', 'counter', 'kitchen', 'display', 'sitting']
['924660672444682242', 'scissors', 'laying', 'sitting', 'table', 'pair']
['924675970518474752', 'scissors', 'table', 'blue', 'sign', 'mouse']
['924713323030917120', 'store', 'shop', 'window', 'lit', 'display']
['924718864692338688', 'girls', 'woman', 'women', 'picture', 'young']
['924721012855492608', 'street', 'sign', 'hanging', 'pole', 'white']
['924726002709942273', 'keyboard', 'mouse', 'white', 'sitting', 'close']
['924732056915120128', 'coffee', 'controllers', 'keyboard', 'cup', 'picture']
['924757295338262528', 'keyboard', 'sky', 'air', 'black', 'dark']
['924766594789756928', 'sign', 'stop', 'parking', 'white', 'red']
['924837983227924480', 'sitting', 'woman', 'man', 'dog', 'skateboard']
['924840386551463936', 'sign', 'street', 'white', 'photo', 'black']
['924846247973814273', 'woman', 'cake', 'phone', 'cell', 'wearing']
['924906418758733824', 'sign', 'baseball', 'street', 'writing', 'turn']
['924922540874715136', 'parking', 'display', 'meter', 'beer', 'machine']
['924924379909128193', 'man', 'holding', 'ball', 'hand', 'air']
['924939693870997505', 'playing', 'man', 'ball', 'game', 'plate']
['924968893944233988', 'sign', 'lit', 'writing', 'street', 'light']
['924987526464581633', 'sign', 'red', 'white', 'vase', 'flowers']
['924990099997253633', 'sign', 'baseball', 'player', 'writing', 'lines']
['925000460565655554', 'sign', 'wall', 'picture', 'surfboard', 'writing']
['925034111747665920', 'white', 'sign', 'street', 'black', 'photo']
['925082504532516864', 'white', 'black', 'cat', 'sign', 'street']
['925138677608611841', 'glass', 'shelf', 'window', 'sitting', 'blurry']
['925139492440301568', 'light', 'frisbee', 'traffic', 'yellow', 'turn']
['925166521332260865', 'woman', 'keyboard', 'cat', 'sitting', 'laptop']
['925172806203080707', 'blue', 'parking', 'lights', 'street', 'car']
['925188609652781057', 'white', 'cake', 'sitting', 'frosting', 'inside']
['925208264215859200', 'sign', 'man', 'writing', 'woman', 'pointing']
['925220370902171648', 'cake', 'playing', 'man', 'woman', 'cat']
['925233371218718720', 'people', 'street', 'cars', 'crowd', 'store']
['925295877018841090', 'pink', 'picture', 'different', 'pictures', 'purple']
['925323567671140352', 'man', 'phone', 'wearing', 'cell', 'talking']
['925323703281315841', 'people', 'signs', 'store', 'types', 'different']
['925334343534415874', 'red', 'white', 'cake', 'plate', 'flowers']
['925369714238468101', 'bananas', 'banana', 'woman', 'yellow', 'pictures']
['925414026795978752', 'cat', 'white', 'sitting', 'laying', 'cute']
['925420870117548032', 'playing', 'man', 'ball', 'game', 'plate']
['925442724815351808', 'shirt', 'man', 'sky', 'colorful', 'blue']
['925458844620177408', 'writing', 'remote', 'wii', 'parking', 'picture']
['925470914912899075', 'picture', 'white', 'photo', 'wearing', 'sitting']
['925472044350869504', 'sign', 'stop', 'pictures', 'street', 'different']
['925491160294023168', 'sitting', 'mouse', 'table', 'sit', 'white']
['925495450706350080', 'man', 'woman', 'standing', 'wearing', 'brushing']
['925513820495335424', 'man', 'sign', 'holding', 'holds', 'doughnut']
['925531575265185792', 'black', 'cat', 'picture', 'sitting', 'sign']
['925534146482413569', 'street', 'black', 'white', 'sign', 'sky']
['925549702086578176', 'sign', 'writing', 'cover', 'graffiti', 'cake']
['925577625556410368', 'man', 'standing', 'white', 'wearing', 'holding']
['925586366544490496', 'sign', 'signs', 'street', 'stop', 'pole']
['925675554283679744', 'white', 'sitting', 'closed', 'large', 'curtain']
['925687954928013312', 'plate', 'table', 'person', 'scissors', 'hand']
['925712335418871809', 'umbrella', 'flowers', 'flower', 'pink', 'garden']
['925714384554520576', 'white', 'sign', 'lines', 'writing', 'surface']
['925724348975079425', 'white', 'picture', 'cover', 'black', 'close']
['925725383407865856', 'sign', 'writing', 'turn', 'sky', 'red']
['925726876571541504', 'beach', 'surfboard', 'sitting', 'airplane', 'view']
['925732344857849856', 'man', 'suit', 'tie', 'wearing', 'smiling']
['925756202063032323', 'sign', 'writing', 'graffiti', 'birthday', 'decorated']
['925760775674720259', 'people', 'different', 'man', 'picture', 'pictures']
['925784430580441088', 'keyboard', 'sitting', 'black', 'sits', 'laptop']
['925795658778529792', 'man', 'wearing', 'glasses', 'talking', 'woman']
['925799237970829312', 'sitting', 'table', 'tray', 'food', 'standing']
['925864422089818113', 'woman', 'umbrella', 'hat', 'wearing', 'brushing']
['926085110654435328', 'keyboard', 'book', 'sitting', 'writing', 'cover']
['926088404462223364', 'sitting', 'types', 'different', 'table', 'scissors']
['926093726405091329', 'keyboard', 'sitting', 'mouse', 'cup', 'sit']
['926094730844393473', 'man', 'woman', 'food', 'kitchen', 'standing']
['926095174614290432', 'train', 'pictures', 'people', 'different', 'photos']
['926135184281387008', 'sign', 'close', 'displayed', 'white', 'cat']
['926137237477105664', 'keyboard', 'sitting', 'mouse', 'coffee', 'table']
['926138319561547777', 'woman', 'book', 'picture', 'man', 'sign']
['926160820920291328', 'man', 'sign', 'suit', 'picture', 'tie']
['926165647763046400', 'book', 'sitting', 'bears', 'dog', 'cat']
['926171640496472064', 'sign', 'white', 'lines', 'street', 'sky']
['926180274068709377', 'sign', 'street', 'black', 'sky', 'white']
['926192242276040704', 'sign', 'white', 'lines', 'street', 'sky']
['926205043078062080', 'white', 'lines', 'different', 'picture', 'parking']
['926221400003825670', 'sign', 'white', 'writing', 'book', 'apple']
['926226760626311168', 'woman', 'man', 'cell', 'phones', 'standing']
['926241179947151360', 'man', 'sign', 'holding', 'picture', 'box']
['926241937807626241', 'people', 'group', 'store', 'flowers', 'pictures']
['926254108759285760', 'woman', 'wearing', 'face', 'toothbrush', 'tie']
['926264056276799488', 'people', 'street', 'snow', 'standing', 'ski']
['926266650768396288', 'holding', 'hand', 'person', 'wii', 'controller']
['926275802685206529', 'dog', 'woman', 'mouth', 'holding', 'person']
['926280281912430592', 'keyboard', 'sitting', 'white', 'writing', 'screen']
['926290625376411648', 'keyboard', 'white', 'sitting', 'close', 'mouse']
['926347123951591424', 'woman', 'man', 'getting', 'scissors', 'wearing']
['926367227409866753', 'sign', 'white', 'stop', 'street', 'red']
['926375746418831360', 'different', 'wall', 'colored', 'sit', 'shown']
['926383716129177600', 'sign', 'writing', 'street', 'french', 'lines']
['926410430054043648', 'sign', 'table', 'tree', 'street', 'displayed']
['926414918810705922', 'woman', 'holding', 'wii', 'sign', 'video']
['926424009054523392', 'player', 'man', 'phone', 'keyboard', 'cell']
['926433400717824000', 'red', 'picture', 'man', 'sitting', 'people']
['926442695379312642', 'picture', 'yellow', 'cake', 'like', 'green']
['926443916735414272', 'kites', 'birthday', 'cake', 'colored', 'sign']
['926457102348021762', 'woman', 'man', 'boy', 'picture', 'young']
['926478166905860096', 'picture', 'photo', 'man', 'cell', 'laying']
['926485371088703488', 'street', 'road', 'trees', 'person', 'man']
['926506127008915459', 'black', 'sitting', 'motorcycle', 'lot', 'street']
['926509541189210113', 'cake', 'man', 'picture', 'truck', 'hand']
['926526407047634945', 'table', 'cup', 'coffee', 'cell', 'phone']
['926535881103695872', 'woman', 'man', 'wearing', 'laying', 'young']
['926535994274402304', 'man', 'television', 'lit', 'picture', 'screen']
['926549048944758784', 'red', 'white', 'sign', 'sitting', 'wall']
['926563762185924609', 'umbrellas', 'people', 'tables', 'crowd', 'room']
['926577438150107137', 'sign', 'parking', 'writing', 'street', 'cover']
['926589171606663169', 'sign', 'street', 'says', 'lines', 'sky']
['926614628850905088', 'white', 'window', 'sitting', 'polar', 'cat']
['926638250126659584', 'woman', 'phone', 'cell', 'talking', 'horse']
['926674894833807360', 'refrigerator', 'sitting', 'white', 'screen', 'wall']
['926684079021465600', 'sign', 'writing', 'white', 'closed', 'says']
['926689981669654528', 'keyboard', 'white', 'cat', 'mouse', 'book']
['926700025010315265', 'sign', 'doughnut', 'birthday', 'donut', 'pink']
['926702987929575424', 'woman', 'picture', 'wearing', 'smiling', 'restaurant']
['926742292433473537', 'woman', 'picture', 'book', 'wearing', 'keyboard']
['926755019361157120', 'man', 'wine', 'phone', 'cell', 'men']
['926769947908358147', 'book', 'keyboard', 'red', 'screen', 'box']
['926772943564128256', 'playing', 'man', 'jumping', 'air', 'woman']
['926819047643144192', 'sitting', 'room', 'filled', 'street', 'store']
['926833664272433152', 'truck', 'woman', 'bed', 'man', 'road']
['926852642201989120', 'sign', 'scissors', 'white', 'air', 'writing']
['926854741887541248', 'man', 'sign', 'picture', 'photo', 'white']
['926857731830571008', 'white', 'street', 'grass', 'outside', 'sign']
['926860247796416512', 'woman', 'people', 'picture', 'women', 'wearing']
['926872282651340800', 'sign', 'writing', 'lines', 'signs', 'cover']
['926886925709045765', 'tennis', 'green', 'court', 'game', 'playing']
['926902351335583744', 'white', 'lines', 'sky', 'sign', 'wire']
['926913444820942848', 'sitting', 'watching', 'man', 'tv', 'television']
['926930293981884417', 'sign', 'holding', 'man', 'hand', 'shirt']
['926952321782861827', 'cats', 'cat', 'laying', 'couple', 'pictures']
['926958480166195201', 'young', 'bed', 'child', 'woman', 'white']
['926975035666989056', 'game', 'sitting', 'mouse', 'close', 'keyboard']
['927001343998529537', 'man', 'woman', 'orange', 'white', 'keyboard']
['927028444591898625', 'wii', 'controller', 'game', 'woman', 'playing']
['927029328436752384', 'sitting', 'table', 'close', 'surface', 'microwave']
['927030589214953478', 'room', 'books', 'book', 'living', 'shelves']
['927120300608651264', 'sign', 'remote', 'wii', 'turn', 'game']
['927153423887282176', 'building', 'clock', 'street', 'signs', 'sign']
['927168622149230592', 'woman', 'wearing', 'man', 'tie', 'standing']
['927174766540312576', 'people', 'man', 'looking', 'standing', 'woman']
['927183050441707520', 'toilet', 'table', 'white', 'paper', 'shown']
['927196570487017472', 'sign', 'air', 'street', 'sky', 'scissors']
['927214512620654592', 'woman', 'sitting', 'red', 'looking', 'child']
['927226556749172746', 'man', 'wearing', 'sitting', 'picture', 'laptop']
['927315897487896576', 'graffiti', 'sign', 'pink', 'writing', 'sitting']
['927329822447226882', 'phones', 'picture', 'women', 'group', 'people']
['927331611049312257', 'sign', 'white', 'lines', 'says', 'street']
['927332396759883776', 'woman', 'playing', 'tennis', 'pink', 'air']
['927336963228672001', 'sign', 'white', 'street', 'black', 'photo']
['927345596461019136', 'sign', 'sky', 'white', 'clock', 'sitting']
['927373252812357632', 'white', 'close', 'sitting', 'large', 'brick']
['927373534652805120', 'keyboard', 'book', 'white', 'sitting', 'close']
['927378783673487360', 'sign', 'frisbee', 'light', 'seat', 'street']
['927391251246313473', 'sign', 'white', 'parking', 'writing', 'red']
['927451137313255427', 'bed', 'dark', 'sky', 'night', 'white']
['927475818665738240', 'sign', 'woman', 'wearing', 'holding', 'picture']
['927482573919367168', 'sign', 'wii', 'picture', 'game', 'player']
['927483878629048320', 'umbrella', 'woman', 'chair', 'laying', 'cat']
['927490737922564101', 'playing', 'frisbee', 'group', 'standing', 'field']
['927494901142503424', 'sign', 'red', 'sky', 'white', 'turn']
['927496106124107784', 'woman', 'pink', 'man', 'standing', 'sidewalk']
['927496139389022209', 'sign', 'writing', 'sitting', 'cake', 'red']
['927510823123243008', 'sign', 'wii', 'writing', 'lines', 'remote']
['927533225014153216', 'man', 'red', 'tie', 'suit', 'wearing']
['927554146240102401', 'woman', 'wearing', 'tie', 'smiling', 'young']
['927554282177662977', 'sign', 'street', 'writing', 'player', 'road']
['927559013658656769', 'playing', 'cat', 'man', 'sitting', 'laying']
['927564516241690624', 'people', 'lot', 'parking', 'road', 'street']
['927569246669934593', 'man', 'beach', 'people', 'woman', 'boat']
['927588564900118533', 'keyboard', 'mouse', 'sitting', 'cover', 'close']
['927598817666523136', 'toothbrush', 'sitting', 'baby', 'laying', 'pink']
['927633224292909056', 'cake', 'cutting', 'woman', 'plate', 'birthday']
['927642921008074754', 'sign', 'air', 'picture', 'traffic', 'wall']
['927678981398286336', 'sign', 'writing', 'picture', 'baseball', 'building']
['927684231098232832', 'sign', 'writing', 'baseball', 'white', 'business']
['927741232247443457', 'sign', 'street', 'frisbee', 'red', 'man']
['927745163555889152', 'types', 'writing', 'display', 'cover', 'keyboard']
['927745478833426432', 'store', 'display', 'box', 'shop', 'sitting']
['927748001988317184', 'man', 'young', 'wearing', 'holding', 'ball']
['927767818388541440', 'laying', 'woman', 'picture', 'keyboard', 'face']
['927826968417943553', 'sign', 'sky', 'white', 'street', 'sitting']
['927840524970659840', 'players', 'baseball', 'base', 'playing', 'game']
['927910739750162432', 'black', 'white', 'keyboard', 'sky', 'large']
['927914421174771713', 'table', 'orange', 'ball', 'white', 'mouse']
['927915605281386496', 'man', 'smiling', 'wearing', 'parking', 'young']
['927946606250512384', 'room', 'living', 'table', 'lit', 'tables']
['927956769955082240', 'bird', 'sitting', 'table', 'wine', 'glass']
['927962310857101312', 'white', 'photo', 'lines', 'sign', 'sitting']
['928020548575289344', 'sign', 'sky', 'white', 'street', 'sitting']
['928024873342943232', 'person', 'black', 'wearing', 'shirt', 'man']
['928029452818247680', 'sign', 'street', 'sky', 'white', 'lines']
['928043829835587589', 'lit', 'bed', 'sitting', 'dark', 'colored']
['928050055881347072', 'office', 'airport', 'people', 'desk', 'laying']
['928084801411727360', 'sky', 'airplane', 'plane', 'blurry', 'large']
['928087301149921280', 'wall', 'keyboard', 'close', 'white', 'sign']
['928096718532567050', 'store', 'people', 'shop', 'children', 'woman']
['928103327350607874', 'man', 'person', 'woman', 'bananas', 'holding']
['928107282314989571', 'woman', 'children', 'women', 'smiling', 'picture']
['928150020112523264', 'wii', 'controller', 'remote', 'sitting', 'game']
['928150509936087040', 'snow', 'mountain', 'trees', 'covered', 'street']
['928158529046822912', 'sign', 'street', 'air', 'writing', 'sky']
['928185126814613504', 'sign', 'street', 'sky', 'white', 'airplane']
['928192417454608389', 'woman', 'girl', 'pink', 'young', 'wearing']
['928205376763416576', 'tie', 'wearing', 'shirt', 'picture', 'woman']
['928217649892302848', 'sign', 'white', 'sky', 'street', 'says']
['928228925670531072', 'keyboard', 'book', 'old', 'white', 'sitting']
['928244586928939008', 'smiling', 'brushing', 'teeth', 'woman', 'man']
['928245061816541185', 'sign', 'red', 'writing', 'close', 'restaurant']
['928254064017727488', 'red', 'white', 'blue', 'wall', 'table']
['928264423126552576', 'sign', 'man', 'standing', 'woman', 'street']
['928283281505865729', 'couch', 'living', 'room', 'laptop', 'sitting']
['928312028262948864', 'sign', 'red', 'white', 'street', 'sky']
['928322651361198080', 'picture', 'shop', 'display', 'man', 'store']
['928331692062007297', 'sign', 'red', 'white', 'street', 'sky']
['928352928955584517', 'people', 'man', 'cell', 'woman', 'phone']
['928363152915304448', 'sign', 'yellow', 'white', 'street', 'snow']
['928371323646238722', 'mouse', 'sitting', 'keyboard', 'apple', 'close']
['928374710483558400', 'man', 'skateboard', 'boy', 'cake', 'riding']
['928397448006864896', 'sign', 'sky', 'street', 'stop', 'writing']
['928465778613145601', 'table', 'pizza', 'types', 'sit', 'sitting']
['928475247703031810', 'man', 'window', 'person', 'woman', 'wearing']
['928523819651702785', 'white', 'street', 'sign', 'close', 'turn']
['928541592323022848', 'sign', 'yellow', 'green', 'cake', 'sitting']
['928562011037978624', 'coffee', 'cup', 'game', 'sitting', 'display']
['928608532735422464', 'sitting', 'man', 'standing', 'bench', 'bed']
['928616105643352065', 'sign', 'street', 'signs', 'pole', 'different']
['928621097356054528', 'man', 'phone', 'cell', 'tennis', 'parking']
['928628987256958976', 'sign', 'white', 'writing', 'close', 'graffiti']
['928645633820504066', 'mirror', 'bathroom', 'taking', 'picture', 'man']
['928650879468752896', 'dog', 'laying', 'small', 'looking', 'standing']
['928653276744241152', 'red', 'books', 'sitting', 'stack', 'book']
['928667734535221249', 'group', 'people', 'table', 'picture', 'laptops']
['928677160180531200', 'man', 'phone', 'cell', 'wine', 'talking']
['928684101996912640', 'picture', 'keyboard', 'sitting', 'screen', 'cover']
['928705112574451720', 'keyboard', 'picture', 'photo', 'stack', 'sitting']
['928725304910082048', 'keyboard', 'mouse', 'sitting', 'picture', 'cover']
['928734035857362945', 'person', 'holding', 'people', 'food', 'hand']
['928751417308745728', 'boats', 'water', 'ship', 'sitting', 'train']
['928753954745475072', 'white', 'wearing', 'woman', 'man', 'tie']
['928779068878802949', 'woman', 'sign', 'picture', 'book', 'sitting']
['928828114788147202', 'cell', 'phones', 'parking', 'phone', 'sit']
['928831831004274688', 'cat', 'remote', 'laying', 'table', 'sitting']
['928872445695553536', 'keyboard', 'book', 'sitting', 'picture', 'stack']
['928874966354767872', 'wii', 'game', 'remote', 'controllers', 'controller']
['928881193726210049', 'screen', 'picture', 'television', 'tv', 'playing']
['928889267194957825', 'sign', 'woman', 'picture', 'holding', 'skis']
['928933383018766336', 'grass', 'white', 'sitting', 'close', 'black']
['928976230967271424', 'sign', 'white', 'writing', 'close', 'graffiti']
['928979395666092032', 'writing', 'sign', 'parking', 'book', 'cell']
['929008644167004160', 'red', 'box', 'laptop', 'picture', 'table']
['929012109840732160', 'sign', 'white', 'wii', 'writing', 'lines']
['929033123987316736', 'man', 'sitting', 'wearing', 'woman', 'couch']
['929041178657308672', 'man', 'woman', 'tennis', 'playing', 'air']
['929047169646043136', 'laptop', 'open', 'sitting', 'table', 'phone']
['929080199647346688', 'parking', 'lot', 'cars', 'street', 'car']
['929107721722449930', 'table', 'counter', 'kitchen', 'tray', 'tea']
['929125378580451328', 'beach', 'water', 'ocean', 'distance', 'background']
['929140671960748035', 'plate', 'orange', 'fruit', 'sit', 'oranges']
['929159722854502400', 'screen', 'man', 'keyboard', 'woman', 'laptop']
['929167896022061057', 'people', 'man', 'cell', 'woman', 'phone']
['929169566210646019', 'red', 'suitcase', 'sitting', 'luggage', 'inside']
['929191067794247680', 'woman', 'girl', 'standing', 'pink', 'young']
['929206770626576384', 'display', 'writing', 'different', 'picture', 'box']
['929233577358737409', 'sign', 'wii', 'air', 'player', 'game']
['929330917025468416', 'white', 'snow', 'sign', 'building', 'street']
['929331468714815488', 'sign', 'writing', 'white', 'street', 'turn']
['929341535660990469', 'window', 'beach', 'umbrella', 'white', 'blue']
['929370357441576960', 'man', 'people', 'cake', 'holding', 'group']
['929371044300886016', 'picture', 'man', 'close', 'camera', 'woman']
['929417291099406336', 'sitting', 'outside', 'area', 'people', 'beach']
['929423352208400384', 'court', 'people', 'tennis', 'playing', 'green']
['929459365136003072', 'table', 'sitting', 'lit', 'area', 'desk']
['929482680986632199', 'woman', 'phone', 'pink', 'cell', 'man']
['929484707745685505', 'close', 'purple', 'signs', 'keyboard', 'player']
['929865442453209088', 'woman', 'phone', 'cell', 'smiling', 'street']
['929880892448706561', 'sign', 'stop', 'scissors', 'holding', 'sitting']
['929909591122546688', 'parking', 'air', 'refrigerator', 'number', 'lines']
['929915773258170368', 'woman', 'dog', 'cat', 'dogs', 'girl']
['929936966342373376', 'scissors', 'pair', 'table', 'airplane', 'mouse']
['929939968155295749', 'cat', 'laying', 'sleeping', 'bed', 'sitting']
['929941567741267968', 'air', 'woman', 'white', 'snow', 'wearing']
['929942376302379008', 'man', 'sitting', 'picture', 'suit', 'holding']
['929946273477574657', 'picture', 'holding', 'suit', 'remote', 'man']
['929996375231737856', 'cup', 'coffee', 'doughnut', 'person', 'bowl']
['930024716701708289', 'sign', 'sky', 'street', 'white', 'close']
['930073203589959685', 'pink', 'purple', 'woman', 'girl', 'dress']
['930095371782586373', 'pictures', 'people', 'woman', 'different', 'food']
['930113310279729153', 'woman', 'beach', 'wearing', 'lady', 'hand']
['930116447195582466', 'holding', 'person', 'hand', 'doughnut', 'pink']
['930134729902514176', 'woman', 'smiling', 'cell', 'phones', 'picture']
['930136864027226114', 'woman', 'smiling', 'cell', 'phones', 'picture']
['930141858948317185', 'people', 'group', 'standing', 'taking', 'store']
['930163177362546690', 'man', 'holding', 'standing', 'wearing', 'cell']
['930197773609291776', 'air', 'pink', 'woman', 'fruit', 'book']
['930215812664840193', 'man', 'wearing', 'glasses', 'tie', 'picture']
['930503214302093314', 'wearing', 'hat', 'man', 'smiling', 'woman']
['930518548539150337', 'sign', 'street', 'sky', 'white', 'black']
