['682716753374351360', 'different', 'display', 'types', 'sitting', 'donuts']
['831777583423422464', 'grass', 'black', 'sitting', 'white', 'field']
['831803108401479680', 'cake', 'doughnut', 'donut', 'sitting', 'plate']
['831809911453544448', 'sign', 'picture', 'street', 'photo', 'black']
['831827543846223873', 'street', 'sign', 'signs', 'sitting', 'pole']
['831843105204756480', 'sign', 'street', 'sitting', 'signs', 'white']
['831850449170894848', 'different', 'signs', 'bunch', 'sign', 'store']
['831851608887717889', 'street', 'sign', 'birds', 'signs', 'sitting']
['831852219741896708', 'sign', 'red', 'kites', 'birthday', 'cake']
['831872461905997824', 'woman', 'white', 'sitting', 'man', 'dog']
['831874029552300032', 'sign', 'different', 'lined', 'sitting', 'time']
['831875172869296130', 'man', 'wearing', 'black', 'hat', 'holding']
['831888712858468352', 'donuts', 'doughnuts', 'pastries', 'plate', 'sitting']
['831905365159768064', 'man', 'men', 'screen', 'standing', 'tennis']
['831914265032478721', 'picture', 'man', 'woman', 'sitting', 'women']
['831916227245305856', 'room', 'living', 'man', 'sitting', 'playing']
['831922042048040968', 'man', 'wearing', 'holding', 'woman', 'tie']
['831942822081208321', 'sign', 'street', 'white', 'picture', 'sitting']
['831955098695847937', 'white', 'toilet', 'sitting', 'wall', 'bathroom']
['831968604665036800', 'street', 'sitting', 'white', 'picture', 'sign']
['831990518439624705', 'sign', 'sitting', 'apple', 'writing', 'street']
['831998000587272192', 'different', 'store', 'display', 'items', 'shop']
['832005148885004289', 'man', 'holding', 'wearing', 'sitting', 'woman']
['832066703177625600', 'red', 'black', 'wall', 'white', 'sitting']
['832069058174423040', 'man', 'wall', 'store', 'sign', 'picture']
['832077099523567617', 'street', 'sign', 'signs', 'sitting', 'pole']
['832079046351667200', 'different', 'lined', 'remote', 'types', 'bunch']
['832088749165203457', 'sitting', 'green', 'white', 'table', 'close']
['832105787589804033', 'man', 'woman', 'sign', 'picture', 'holding']
['832137516497108992', 'yellow', 'sitting', 'banana', 'orange', 'bananas']
['832165680816414721', 'tree', 'green', 'trees', 'view', 'night']
['832167777796550660', 'man', 'holding', 'sitting', 'suit', 'wearing']
['832181222419869697', 'sign', 'sitting', 'book', 'signs', 'books']
['832202180199342085', 'sitting', 'bear', 'truck', 'car', 'window']
['832220789764038656', 'sign', 'street', 'stop', 'picture', 'writing']
['832226655699628032', 'sitting', 'trees', 'tree', 'red', 'forest']
['832230561242632193', 'man', 'air', 'holding', 'woman', 'wearing']
['832262734301499393', 'sitting', 'bathroom', 'wall', 'light', 'mirror']
['832266651303284736', 'remote', 'different', 'remotes', 'sitting', 'game']
['832269355211649024', 'sign', 'man', 'air', 'sitting', 'picture']
['832320772295237636', 'sign', 'sitting', 'writing', 'picture', 'white']
['832340536040235008', 'sitting', 'table', 'wooden', 'room', 'counter']
['832344793825017857', 'snow', 'car', 'truck', 'road', 'sitting']
['832357174496075776', 'black', 'white', 'cat', 'sitting', 'laying']
['832380726389702656', 'picture', 'photo', 'sitting', 'white', 'wall']
['832381483566379009', 'red', 'frisbee', 'orange', 'water', 'sitting']
['832412305275097088', 'street', 'signs', 'sign', 'different', 'white']
['832415713465946112', 'sitting', 'bench', 'man', 'woman', 'reading']
['832421414703468545', 'sign', 'sitting', 'street', 'white', 'sky']
['832437422684303361', 'cake', 'sign', 'sitting', 'different', 'white']
['832438813716647937', 'man', 'black', 'photo', 'picture', 'woman']
['832443675682684928', 'holding', 'sign', 'man', 'woman', 'stuffed']
['832465045921558529', 'street', 'sign', 'signs', 'sitting', 'pole']
['832469029625307136', 'air', 'traffic', 'street', 'skateboard', 'signs']
['832474092750004224', 'holding', 'person', 'man', 'hand', 'colorful']
['832491860954210304', 'woman', 'holding', 'phone', 'cell', 'young']
['832520679748612098', 'white', 'cat', 'close', 'black', 'face']
['832527546600345601', 'street', 'signs', 'sign', 'different', 'traffic']
['832577741350432769', 'man', 'tennis', 'standing', 'holding', 'woman']
['832578940074151937', 'man', 'standing', 'woman', 'bathroom', 'holding']
['832589914005000194', 'red', 'different', 'sitting', 'sign', 'table']
['832592954363609088', 'picture', 'holding', 'sign', 'different', 'bunch']
['832593196345675776', 'red', 'truck', 'road', 'parked', 'car']
['832597305907769344', 'sign', 'street', 'man', 'yellow', 'sitting']
['832617152192589824', 'sign', 'street', 'different', 'signs', 'sitting']
['832652425282547712', 'sitting', 'couch', 'woman', 'bed', 'man']
['832661912915673088', 'baseball', 'player', 'bat', 'red', 'ball']
['832675377944338433', 'birds', 'flock', 'flying', 'lines', 'sitting']
['832683808017223680', 'sign', 'street', 'signs', 'picture', 'black']
['832707218378153985', 'sign', 'red', 'street', 'sitting', 'white']
['832723151897366529', 'sitting', 'sign', 'picture', 'man', 'television']
['832730449709379586', 'cat', 'sink', 'white', 'sitting', 'inside']
['832732568889929730', 'man', 'picture', 'phone', 'black', 'cell']
['832736512685006848', 'sitting', 'sit', 'picture', 'scissors', 'white']
['832744689329664000', 'pizza', 'cheese', 'plate', 'sitting', 'slice']
['832784238877384706', 'red', 'sign', 'sitting', 'frisbee', 'white']
['832821015105384448', 'sitting', 'green', 'white', 'table', 'close']
['832838658533240832', 'sitting', 'green', 'white', 'table', 'close']
['832958763510423552', 'sign', 'man', 'men', 'different', 'signs']
['832969681535369217', 'bear', 'baseball', 'teddy', 'sitting', 'large']
['833000820035706880', 'cars', 'road', 'parked', 'lot', 'truck']
['833012576778874886', 'sign', 'signs', 'street', 'picture', 'black']
['833053711001870337', 'road', 'car', 'parked', 'parking', 'street']
['833082720263798785', 'man', 'holding', 'wearing', 'woman', 'face']
['833099332052193280', 'traffic', 'cars', 'truck', 'road', 'light']
['833100526308954114', 'bear', 'teddy', 'dog', 'wearing', 'hat']
['833132920772648960', 'sitting', 'table', 'men', 'people', 'group']
['833186944498671616', 'sign', 'street', 'sitting', 'picture', 'man']
['833188819709095936', 'sitting', 'green', 'white', 'table', 'close']
['833203062269472768', 'bear', 'man', 'sign', 'holding', 'teddy']
['833211354324549632', 'sitting', 'green', 'white', 'table', 'close']
['833215019563184128', 'black', 'picture', 'photo', 'white', 'sitting']
['833237856223010818', 'sitting', 'white', 'cup', 'bathroom', 'sit']
['833260035031592960', 'kites', 'pink', 'colorful', 'stuffed', 'sitting']
['833262414292480000', 'woman', 'picture', 'man', 'holding', 'phone']
['833322821283516419', 'man', 'woman', 'wearing', 'holding', 'sitting']
['833337601574785024', 'woman', 'looking', 'wearing', 'holding', 'head']
['833338501722550272', 'glass', 'sitting', 'inside', 'close', 'case']
['833358462876737536', 'black', 'white', 'picture', 'photo', 'sitting']
['833400901356355586', 'man', 'baseball', 'woman', 'picture', 'holding']
['833404399187816448', 'sign', 'frisbee', 'apple', 'sitting', 'red']
['833415360334344192', 'teddy', 'bear', 'sitting', 'dog', 'skateboard']
['833419135342161920', 'sign', 'black', 'white', 'street', 'picture']
['833472883724865536', 'sign', 'street', 'yellow', 'blue', 'sitting']
['833482681816121345', 'sitting', 'laptop', 'keyboard', 'tv', 'screen']
['833513948322361345', 'street', 'sign', 'store', 'signs', 'sitting']
['833524619571261441', 'street', 'sign', 'signs', 'black', 'sitting']
['833524641914351622', 'bowl', 'oranges', 'fruit', 'sitting', 'apples']
['833538385524510724', 'street', 'sign', 'signs', 'road', 'sitting']
['833577079719460864', 'sign', 'street', 'signs', 'man', 'air']
['833613958032527360', 'sitting', 'green', 'white', 'table', 'close']
['833635061505236993', 'clock', 'air', 'frisbee', 'man', 'flying']
['833647347947204611', 'sign', 'street', 'sitting', 'black', 'white']
['833673607201091586', 'sitting', 'pizza', 'plate', 'piece', 'fork']
['833701789392392192', 'flying', 'sky', 'planes', 'birds', 'group']
['833702167387185152', 'sitting', 'picture', 'sign', 'black', 'white']
['833714672545230848', 'cat', 'couch', 'laying', 'white', 'sleeping']
['833717681547255808', 'sign', 'red', 'white', 'picture', 'sitting']
['833750450566475782', 'street', 'white', 'sign', 'lines', 'sky']
['833777641090068483', 'sign', 'street', 'signs', 'different', 'white']
['833779171864227841', 'street', 'sign', 'signs', 'road', 'white']
['833789983840411649', 'man', 'sitting', 'truck', 'woman', 'dog']
['833790760642281472', 'man', 'sitting', 'keyboard', 'woman', 'screen']
['833796166261280770', 'sitting', 'man', 'player', 'water', 'airplane']
['833800353170726912', 'luggage', 'truck', 'car', 'bed', 'suitcases']
['833811606341611524', 'man', 'black', 'sitting', 'holding', 'player']
['833848060736266240', 'sign', 'signs', 'street', 'sitting', 'white']
['833874642913939457', 'sign', 'different', 'sitting', 'writing', 'sit']
['833898817795850240', 'plate', 'bananas', 'fruit', 'fruits', 'sitting']
['833921980097294336', 'man', 'picture', 'holding', 'game', 'different']
['833942362183315456', 'sitting', 'green', 'white', 'table', 'close']
['833949219895402496', 'man', 'men', 'holding', 'picture', 'sitting']
['833952822928367616', 'sign', 'white', 'street', 'sitting', 'lines']
['833996151015747585', 'man', 'picture', 'wall', 'holding', 'baseball']
['834020122931105793', 'traffic', 'different', 'white', 'remote', 'sitting']
['834021147524075521', 'items', 'different', 'table', 'sitting', 'sit']
['834046340678156290', 'sign', 'street', 'stop', 'signs', 'road']
['834068686994546691', 'street', 'blue', 'sign', 'sitting', 'signs']
['834073746826604544', 'sitting', 'ground', 'small', 'black', 'laying']
['834074103845965824', 'snow', 'trees', 'people', 'picture', 'field']
['834100440988020736', 'man', 'wearing', 'horse', 'holding', 'hat']
['834101225448677377', 'man', 'woman', 'holding', 'phone', 'cell']
['834101823862566913', 'sign', 'picture', 'white', 'black', 'street']
['834103339881213952', 'black', 'white', 'wall', 'train', 'photo']
['834147709506445312', 'baseball', 'man', 'food', 'sitting', 'player']
['834158816501456898', 'white', 'black', 'picture', 'sitting', 'man']
['834197821385490437', 'sun', 'clouds', 'road', 'street', 'cloudy']
['834209895163510784', 'man', 'wearing', 'picture', 'taking', 'woman']
['834212740705243138', 'sign', 'sitting', 'red', 'cake', 'different']
['834220094586703872', 'street', 'skateboard', 'man', 'water', 'sitting']
['834222513055883264', 'flowers', 'sitting', 'white', 'wall', 'vase']
['834243014260256769', 'sign', 'man', 'sitting', 'pictures', 'people']
['834249368966463488', 'street', 'sign', 'signs', 'pole', 'sitting']
['834257446130610180', 'truck', 'man', 'red', 'holding', 'sitting']
['834259163152683008', 'sign', 'street', 'signs', 'sitting', 'pole']
['834264935605608449', 'different', 'signs', 'sitting', 'street', 'sign']
['834269436383211520', 'man', 'air', 'people', 'skateboard', 'sitting']
['834272653162582017', 'signs', 'street', 'sign', 'different', 'close']
['834287567763812352', 'sitting', 'green', 'white', 'table', 'close']
['834304730281164800', 'sign', 'picture', 'sitting', 'white', 'pictures']
['834330466773762048', 'window', 'wall', 'sitting', 'white', 'black']
['834347630712872961', 'holding', 'person', 'hand', 'board', 'sitting']
['834359938629693440', 'sign', 'street', 'signs', 'sitting', 'black']
['834384947767103488', 'sitting', 'man', 'air', 'photos', 'display']
['834394051029921792', 'sitting', 'man', 'woman', 'bear', 'bench']
['834405588075499520', 'sitting', 'man', 'bench', 'black', 'street']
['834436117655126017', 'man', 'player', 'tennis', 'playing', 'ball']
['834448713154195456', 'sign', 'white', 'wall', 'black', 'street']
['834457985854246912', 'sign', 'signs', 'different', 'street', 'picture']
['834500269467648000', 'sitting', 'wall', 'picture', 'table', 'clock']
['834501103261724677', 'man', 'holding', 'phone', 'men', 'taking']
['834530932308660224', 'man', 'yellow', 'woman', 'sitting', 'holding']
['834548969522991104', 'holding', 'man', 'woman', 'sitting', 'donut']
['834552257509224448', 'building', 'house', 'park', 'window', 'sitting']
['834553371570872321', 'holding', 'standing', 'white', 'man', 'dog']
['834569004249391108', 'different', 'signs', 'picture', 'remote', 'white']
['834571195018309634', 'sign', 'street', 'signs', 'sitting', 'white']
['834599245432827904', 'sitting', 'scissors', 'remote', 'sit', 'pair']
['834627157745758208', 'mirror', 'cake', 'black', 'bowl', 'plate']
['834633247443255301', 'man', 'sign', 'street', 'holding', 'black']
['834651156622213120', 'sitting', 'green', 'white', 'table', 'close']
['834687386969780225', 'black', 'dog', 'laying', 'sitting', 'bed']
['834721128656535552', 'building', 'sign', 'street', 'signs', 'wall']
['834768512035995652', 'pizza', 'sitting', 'table', 'plate', 'slices']
['834842629556797441', 'clock', 'sign', 'wall', 'white', 'sitting']
['834848090406453269', 'phone', 'cell', 'woman', 'man', 'wearing']
['834850263919915010', 'man', 'holding', 'wearing', 'person', 'black']
['834865655903981569', 'traffic', 'sign', 'street', 'light', 'yellow']
['834918936898592769', 'picture', 'sign', 'black', 'baseball', 'sitting']
['834928038563414016', 'skateboard', 'man', 'skateboarder', 'trick', 'ramp']
['834936939396677632', 'people', 'riding', 'street', 'crowd', 'man']
['834940362393272324', 'man', 'skateboard', 'holding', 'sitting', 'pole']
['834944443555917825', 'men', 'man', 'picture', 'group', 'wall']
['834949198621589505', 'sitting', 'window', 'bench', 'white', 'water']
['834951110431485952', 'group', 'sitting', 'soccer', 'men', 'picture']
['834968257262206976', 'building', 'night', 'large', 'clock', 'street']
['834982126084739072', 'keyboard', 'sitting', 'black', 'white', 'picture']
['834989244007378944', 'sitting', 'water', 'person', 'blue', 'car']
['834993065861394433', 'different', 'remote', 'sitting', 'traffic', 'types']
['835018536875614208', 'sitting', 'green', 'white', 'table', 'close']
['835023691679481857', 'sign', 'street', 'signs', 'sitting', 'white']
['835068606635356161', 'sign', 'street', 'white', 'picture', 'sitting']
['835080228082974720', 'sitting', 'room', 'living', 'people', 'playing']
['835091896359776256', 'sign', 'street', 'traffic', 'stop', 'signs']
['835100148447461376', 'baseball', 'man', 'bat', 'player', 'holding']
['835109576886341633', 'man', 'player', 'baseball', 'holding', 'bat']
['835137073652850688', 'different', 'remote', 'sitting', 'signs', 'picture']
['835155937434402816', 'street', 'signs', 'sign', 'different', 'road']
['835181139287552002', 'sign', 'sitting', 'street', 'pole', 'light']
['835190658134597632', 'grass', 'hydrant', 'field', 'sitting', 'road']
['835190710412406785', 'street', 'road', 'sign', 'highway', 'yellow']
['835191746770399232', 'holding', 'sign', 'person', 'man', 'game']
['835205840449781761', 'street', 'signs', 'sign', 'road', 'close']
['835243264403976194', 'sign', 'sitting', 'white', 'street', 'black']
['835247679445819392', 'train', 'road', 'street', 'tracks', 'bridge']
['835248447703953408', 'wii', 'holding', 'game', 'sign', 'man']
['835251967488327681', 'sign', 'sitting', 'apple', 'writing', 'street']
['835260553723535364', 'plate', 'broccoli', 'food', 'vegetables', 'white']
['835261169682247681', 'white', 'sitting', 'snow', 'bed', 'airplane']
['835265589140561920', 'sitting', 'book', 'stuffed', 'laying', 'store']
['835268448791982081', 'vegetables', 'store', 'display', 'fruit', 'sitting']
['835360594144288768', 'holding', 'woman', 'man', 'eating', 'phone']
['835361245947658240', 'man', 'flying', 'air', 'men', 'kites']
['835382375282421761', 'men', 'sitting', 'picture', 'man', 'couple']
['835386018002006016', 'sitting', 'green', 'white', 'table', 'close']
['835392045917302784', 'sitting', 'piece', 'man', 'large', 'picture']
['835402382506782721', 'woman', 'red', 'man', 'playing', 'holding']
['835436807953215490', 'man', 'woman', 'sitting', 'holding', 'laying']
['835449821347594244', 'remote', 'black', 'picture', 'sitting', 'different']
['835456604103446528', 'man', 'sign', 'picture', 'wall', 'holding']
['835510815792955393', 'group', 'men', 'sitting', 'people', 'picture']
['835512096024641537', 'remote', 'different', 'black', 'sitting', 'picture']
['835525286187962368', 'plate', 'sandwich', 'sitting', 'meat', 'food']
['835529067730456577', 'holding', 'wearing', 'sign', 'man', 'colorful']
['835538182284390401', 'woman', 'teeth', 'brushing', 'face', 'wearing']
['835574006585647107', 'sign', 'street', 'signs', 'sitting', 'black']
['835576163548307457', 'group', 'people', 'horses', 'standing', 'bunch']
['835583470625783808', 'picture', 'white', 'sitting', 'different', 'black']
['835607573583790080', 'street', 'signs', 'sign', 'sitting', 'different']
['835627007383764992', 'people', 'crowd', 'tables', 'group', 'large']
['835655628626485248', 'laying', 'cat', 'sitting', 'black', 'sleeping']
['835759682727870465', 'sitting', 'green', 'white', 'table', 'close']
['835778164450291713', 'tie', 'man', 'suit', 'wearing', 'white']
['835784780637687808', 'sitting', 'picture', 'black', 'photo', 'white']
['835799166240555008', 'sign', 'street', 'signs', 'sitting', 'picture']
['835804124222533634', 'street', 'sign', 'different', 'sitting', 'scissors']
['835807040064917504', 'white', 'sitting', 'black', 'picture', 'clock']
['835837172179689472', 'sign', 'street', 'green', 'sitting', 'stop']
['835847538544627712', 'sitting', 'men', 'bench', 'sit', 'man']
['835858266345226241', 'red', 'black', 'sitting', 'white', 'baseball']
['835900313257181184', 'tennis', 'woman', 'man', 'ball', 'court']
['835903743778500608', 'plate', 'sandwich', 'meat', 'food', 'sitting']
['835913330174922752', 'sitting', 'picture', 'black', 'photo', 'white']
['835914412313604096', 'black', 'picture', 'sign', 'white', 'sitting']
['835919935087988736', 'man', 'tie', 'wearing', 'suit', 'glasses']
['835922140427874305', 'cat', 'white', 'black', 'sitting', 'laying']
['835927787995201536', 'sign', 'street', 'signs', 'different', 'picture']
['835943803227934725', 'remote', 'sitting', 'picture', 'white', 'different']
['835950425107017729', 'man', 'laying', 'sitting', 'woman', 'black']
['835958380879556608', 'man', 'wearing', 'suit', 'tie', 'holding']
['835959804401180672', 'man', 'wearing', 'suit', 'tie', 'holding']
['835962478638948352', 'woman', 'wearing', 'man', 'hair', 'cell']
['835972327838003201', 'white', 'sign', 'sitting', 'picture', 'close']
['836033298002493441', 'black', 'sitting', 'photo', 'old', 'keyboard']
['836051066177249282', 'sitting', 'dog', 'black', 'looking', 'laying']
['836060585372565506', 'sign', 'man', 'street', 'sitting', 'yellow']
['836067083452571648', 'sign', 'street', 'sky', 'signs', 'stop']
['836071557453725697', 'sitting', 'man', 'table', 'wall', 'laying']
['836074717035511811', 'white', 'black', 'picture', 'flying', 'photo']
['836082891910066176', 'man', 'skateboard', 'air', 'sitting', 'woman']
['836088323655479296', 'man', 'sitting', 'woman', 'sign', 'book']
['836093660437491713', 'people', 'man', 'sitting', 'luggage', 'men']
['836105587272212482', 'train', 'road', 'tracks', 'skateboard', 'sitting']
['836111241525542912', 'man', 'sign', 'skateboard', 'riding', 'holding']
['836159059862573056', 'sitting', 'white', 'book', 'remote', 'different']
['836193762330181632', 'remote', 'sitting', 'white', 'black', 'picture']
['836205716570529792', 'sitting', 'sign', 'book', 'signs', 'writing']
['836231946120224768', 'white', 'wall', 'sitting', 'bathroom', 'tiled']
['836234288127320064', 'table', 'desk', 'keyboard', 'sitting', 'cup']
['836275634607374338', 'bananas', 'fruit', 'sitting', 'donuts', 'bowl']
['836287285142372353', 'sign', 'street', 'signs', 'traffic', 'white']
['836291247044087808', 'clock', 'night', 'lights', 'tower', 'street']
['836342151416000512', 'group', 'people', 'sitting', 'men', 'standing']
['836344674130493441', 'street', 'sign', 'signs', 'pole', 'sitting']
['836347423941255168', 'man', 'store', 'street', 'people', 'person']
['836354513799901184', 'sitting', 'flying', 'street', 'sign', 'blue']
['836369710056882176', 'box', 'food', 'store', 'different', 'sitting']
['836375490847965184', 'different', 'black', 'picture', 'remote', 'keyboard']
['836404873738534912', 'man', 'sitting', 'table', 'holding', 'woman']
['836429016198430720', 'sitting', 'white', 'picture', 'sign', 'phone']
['836430613414612992', 'man', 'sitting', 'laying', 'men', 'woman']
['836455642235817985', 'sign', 'street', 'signs', 'sitting', 'pole']
['836475371310710787', 'black', 'photo', 'sitting', 'picture', 'white']
['836483946997235712', 'people', 'group', 'sitting', 'table', 'food']
['836521844937150464', 'sitting', 'room', 'table', 'living', 'red']
['836527854984679424', 'men', 'standing', 'group', 'people', 'ties']
['836554924917932032', 'remote', 'sitting', 'black', 'white', 'wii']
['836581597549834240', 'cat', 'laying', 'white', 'sitting', 'keyboard']
['836606953434460160', 'sign', 'sitting', 'white', 'writing', 'picture']
['836617340036993024', 'sitting', 'man', 'dog', 'person', 'laying']
['836621428241928192', 'black', 'picture', 'photo', 'white', 'old']
['836634304532873217', 'sign', 'sitting', 'photo', 'white', 'old']
['836649005136367616', 'phone', 'cell', 'man', 'woman', 'looking']
['836654277972094976', 'playing', 'game', 'men', 'standing', 'video']
['836655856339021824', 'white', 'black', 'sky', 'plane', 'photo']
['836662933706969089', 'people', 'group', 'sitting', 'table', 'men']
['836699413728874496', 'remote', 'different', 'game', 'sitting', 'cell']
['836705817529364480', 'sign', 'street', 'signs', 'close', 'sky']
['836712647282339840', 'white', 'flying', 'sitting', 'water', 'picture']
['836735970087223296', 'sign', 'street', 'sitting', 'red', 'road']
['836785916345634817', 'sitting', 'sign', 'clock', 'white', 'picture']
['836787828625391616', 'face', 'wearing', 'dog', 'laying', 'man']
['836807095752220672', 'sitting', 'birds', 'tree', 'bird', 'perched']
['836808701600280576', 'street', 'sign', 'signs', 'lines', 'traffic']
['836833897753239552', 'tennis', 'men', 'picture', 'group', 'sitting']
['836843717344571393', 'holding', 'woman', 'man', 'wearing', 'young']
['836846347592601600', 'green', 'sitting', 'blue', 'people', 'sit']
['836861556390510593', 'picture', 'sign', 'sitting', 'cell', 'phone']
['836865731123904513', 'sitting', 'green', 'white', 'table', 'close']
['836865890977267713', 'red', 'apple', 'sitting', 'white', 'fruit']
['836906703841013760', 'keyboard', 'sitting', 'mouse', 'apple', 'picture']
['836947634040549376', 'sitting', 'sign', 'white', 'street', 'keyboard']
['836988328587198470', 'cake', 'birthday', 'picture', 'decorated', 'different']
['837012130037628928', 'man', 'playing', 'men', 'game', 'people']
['837014662944194560', 'white', 'sitting', 'black', 'photo', 'picture']
['837016607587184640', 'tree', 'sitting', 'trees', 'white', 'clock']
['837020497070141440', 'black', 'picture', 'white', 'photo', 'old']
['837047133572313088', 'sign', 'sitting', 'food', 'stop', 'plate']
['837050132633903108', 'sign', 'street', 'sitting', 'signs', 'close']
['837052849943109633', 'white', 'clock', 'sitting', 'wall', 'shelf']
['837057967300149248', 'sign', 'street', 'signs', 'white', 'picture']
['837071559370027009', 'sign', 'signs', 'wall', 'sitting', 'books']
['837096399846137856', 'black', 'picture', 'white', 'sign', 'baseball']
['837148469743734785', 'street', 'sign', 'signs', 'pole', 'sitting']
['837221434204155905', 'black', 'sitting', 'man', 'car', 'street']
['837273737259012096', 'man', 'suit', 'tie', 'wearing', 'holding']
['837334475424038913', 'sitting', 'picture', 'white', 'cell', 'phone']
['837337238824448000', 'white', 'black', 'picture', 'sitting', 'phone']
['837342821271076864', 'man', 'baseball', 'ball', 'player', 'tennis']
['837352973512675328', 'sign', 'sky', 'sitting', 'pole', 'birds']
['837359364117770240', 'man', 'woman', 'playing', 'holding', 'game']
['837377287012171776', 'white', 'black', 'photo', 'wall', 'picture']
['837416091613745152', 'signs', 'picture', 'sign', 'black', 'white']
['837417416179081216', 'man', 'woman', 'flying', 'holding', 'water']
['837448496332464129', 'black', 'picture', 'baseball', 'white', 'photo']
['837460848612364288', 'man', 'wearing', 'close', 'holding', 'tie']
['837470600826343425', 'sitting', 'different', 'signs', 'sign', 'street']
['837527065586888706', 'tie', 'man', 'wearing', 'shirt', 'young']
['837528881393328131', 'bear', 'teddy', 'sitting', 'stuffed', 'hat']
['837542166108880897', 'sitting', 'room', 'table', 'living', 'items']
['837546519892877313', 'man', 'men', 'couple', 'air', 'group']
['837552276973613062', 'sky', 'flying', 'blue', 'yellow', 'man']
['837558163024982016', 'water', 'ocean', 'person', 'sun', 'man']
['837559705765478400', 'man', 'air', 'skateboard', 'black', 'woman']
['837582511320535040', 'red', 'blue', 'white', 'black', 'colored']
['837601683949629440', 'sign', 'baseball', 'signs', 'different', 'street']
['837603421029019648', 'sitting', 'green', 'white', 'table', 'close']
['837603544895217665', 'man', 'picture', 'wearing', 'sign', 'woman']
['837681479060697088', 'sign', 'sitting', 'black', 'white', 'street']
['837682838963109890', 'man', 'sitting', 'phone', 'person', 'picture']
['837708711418347520', 'sitting', 'white', 'inside', 'car', 'black']
['837708997650153473', 'sitting', 'bathroom', 'desk', 'mirror', 'white']
['837713027189309440', 'people', 'umbrellas', 'umbrella', 'group', 'holding']
['837736348199059457', 'sign', 'street', 'signs', 'white', 'sitting']
['837746106272464896', 'fruit', 'table', 'sitting', 'oranges', 'box']
['837775721627934720', 'pizza', 'slice', 'sitting', 'cheese', 'slices']
['837778755493863425', 'soccer', 'playing', 'frisbee', 'skateboard', 'jumping']
['837802484034760705', 'table', 'sitting', 'room', 'desk', 'laptop']
['837820379288719360', 'sitting', 'hand', 'table', 'person', 'close']
['837845182242402305', 'bears', 'teddy', 'stuffed', 'couple', 'white']
['837868133214011392', 'red', 'sign', 'different', 'scissors', 'colored']
['837874493062205440', 'man', 'wearing', 'hat', 'woman', 'white']
['837877506292187136', 'sitting', 'group', 'people', 'table', 'men']
['837904089597931520', 'sign', 'street', 'signs', 'sitting', 'pole']
['837905317568471040', 'sign', 'train', 'signs', 'yellow', 'sitting']
['837940303264899074', 'black', 'water', 'sitting', 'night', 'dark']
['837970801412489216', 'sitting', 'green', 'white', 'table', 'close']
['837996561585954816', 'sign', 'man', 'writing', 'holding', 'picture']
['838002595692077056', 'picture', 'black', 'white', 'photo', 'old']
['838007434463612929', 'tennis', 'woman', 'man', 'holding', 'wearing']
['838023606831546372', 'cat', 'laying', 'sitting', 'keyboard', 'sleeping']
['838034081782841345', 'kitchen', 'sitting', 'counter', 'black', 'floor']
['838062137947762688', 'sign', 'signs', 'group', 'different', 'man']
['838067671857913857', 'sign', 'street', 'signs', 'different', 'clock']
['838071296789471233', 'sitting', 'beach', 'water', 'wall', 'laying']
['838078272382578688', 'street', 'signs', 'sign', 'pole', 'different']
['838078334248583168', 'match', 'people', 'court', 'game', 'watching']
['838091467763630081', 'man', 'sitting', 'black', 'bowl', 'laying']
['838121871103168513', 'sign', 'signs', 'street', 'different', 'writing']
['838129086283182080', 'flying', 'sky', 'kites', 'kite', 'planes']
['838138441380552710', 'sign', 'white', 'street', 'sitting', 'pole']
['838163456478035968', 'water', 'ocean', 'beach', 'person', 'riding']
['838163475692138497', 'sign', 'street', 'white', 'sitting', 'pole']
['838167359642877954', 'sign', 'street', 'signs', 'road', 'sitting']
['838191410100715521', 'man', 'standing', 'men', 'suit', 'door']
['838207703596077056', 'man', 'sign', 'picture', 'book', 'writing']
['838244572560048129', 'black', 'white', 'sitting', 'picture', 'trees']
['838245195296739329', 'sign', 'sitting', 'street', 'black', 'signs']
['838256653443170304', 'desk', 'sitting', 'monitors', 'truck', 'computers']
['838257186706857985', 'black', 'different', 'picture', 'signs', 'photo']
['838258483115913217', 'cat', 'white', 'sitting', 'laying', 'display']
['838258486475530240', 'man', 'air', 'skateboard', 'ball', 'player']
['838258504800448512', 'man', 'woman', 'holding', 'air', 'person']
['838260381919371265', 'man', 'men', 'standing', 'suit', 'wearing']
['838270128622088192', 'black', 'trees', 'water', 'field', 'grass']
['838329086388789248', 'picture', 'black', 'white', 'sign', 'remote']
['838335663078584320', 'sitting', 'green', 'white', 'table', 'close']
['838365893474164740', 'sign', 'street', 'signs', 'sitting', 'white']
['838366164992602112', 'different', 'sitting', 'types', 'sign', 'picture']
['838393021225893888', 'sign', 'street', 'white', 'sitting', 'signs']
['838409460800442370', 'truck', 'road', 'white', 'parked', 'street']
['838437537488207877', 'sitting', 'wire', 'bird', 'sky', 'lines']
['838440100145029121', 'man', 'person', 'holding', 'sitting', 'laying']
['838455607610880000', 'sitting', 'table', 'cake', 'people', 'group']
['838460050721112064', 'skateboard', 'riding', 'people', 'skate', 'skateboarder']
['838464459253432320', 'red', 'cat', 'sitting', 'white', 'colored']
['838464538919981057', 'blue', 'sitting', 'bed', 'green', 'wall']
['838576167858892801', 'sky', 'airplane', 'flying', 'street', 'plane']
['838657752322965505', 'baseball', 'white', 'man', 'players', 'holding']
['838658397272592384', 'truck', 'car', 'white', 'road', 'parked']
